unitUIID	sortUI	file	fileVerFlags	unitSound	tilesetSpecific	name	unitClass	special	campaign	inEditor	hiddenInEditor	hostilePal	dropItems	nbmmIcon	useClickHelper	hideHeroBar	hideHeroMinimap	hideHeroDeathMsg	hideOnMinimap	blend	scale	legacyScale	scaleBull	maxPitch	maxRoll	elevPts	elevRad	fogRad	walk	run	selZ	weap1	weap2	teamColor	customTeamColor	armor	modelScale	legacyModelScale	red	green	blue	uberSplat	unitShadow	buildingShadow	shadowW	shadowH	shadowX	shadowY	shadowOnWater	selCircOnWater	occH	InBeta
Edem	c1	units\nightelf\HeroDemonHunter\HeroDemonHunter	0	HeroDemonHunter	0	demonhunter	EHero03	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	20	0	300	300	0	MetalHeavySlice	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	160	160	60	60	1	0	0	1
Edmm	c1	units\nightelf\HeroDemonHunter\HeroDemonHunter	0	HeroDemonHunterMorphed	0	demonhuntermorphed	EHero04	1	0	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	20	0	350	350	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	160	160	60	60	1	0	0	1
Ekee	c1	units\nightelf\HeroKeeperoftheGrove\HeroKeeperoftheGrove	0	HeroKeeperoftheGrove	0	keeperofthegrove	EHero01	0	0	1	0	-	1	-	0	0	0	0	0	0.15	2.25	2.25	1	45	10	-	30	0	240	240	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	200	200	75	75	1	0	0	1
Emoo	c1	units\nightelf\HeroMoonPriestess\HeroMoonPriestess	0	HeroMoonPriestess	0	priestessofthemoon	EHero02	0	0	1	0	-	1	-	0	0	0	0	0	0.15	2.25	2.25	1	45	10	-	30	0	300	300	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	200	200	85	85	1	0	0	1
Ewar	c1	units\nightelf\herowarden\herowarden	0	HeroWarden	0	warden	EHero07	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	30	0	300	300	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	200	200	85	85	1	0	0	1
earc	c2	units\nightelf\Archer\Archer	0	Archer	0	archer	EUnit02	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	290	290	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	120	120	50	50	1	0	0	1
ebal	c2	units\nightelf\Ballista\Ballista	2	Ballista	0	glaivethrower	EUnit05	0	0	1	0	-	1	-	0	0	0	0	0	0.15	3	3	1	45	45	4	50	0	150	150	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	160	160	80	80	1	0	0	1
ebsh	c2	units\creeps\NightElfBattleship\NightElfBattleship	0	Boat	0	nightelfbattleship	boat	0	1	1	0	-	1	-	0	0	0	0	0	0.15	4	4	1	0	0	-	50	0	240	240	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	400	400	180	180	1	1	0	0
echm	c2	units\nightelf\Chimaera\Chimaera	0	Chimaera	0	chimaera	EUnit08	0	0	1	0	-	1	-	0	0	0	0	0	0.4	2	2	1	33	0	2	100	0	200	200	230	_	_	-1	0	Flesh	1	1	255	255	255	_	ShadowFlyer	_	240	240	120	120	1	0	0	1
edcm	c2	units\nightelf\DruidoftheClaw\DruidoftheClaw	0	DruidoftheClawMorphed	0	druidoftheclawmorphed	EUnit12	1	0	1	0	-	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	10	-	20	0	180	180	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	190	190	75	75	1	0	0	1
edes	c2	units\nightelf\NightElfDestroyerShip\NightElfDestroyerShip	0	Boat	0	nightelfdestroyer	boat	0	1	1	0	-	1	-	0	0	0	0	0	0.15	3	3	1	0	0	-	50	0	240	240	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	200	200	90	90	1	1	0	0
edoc	c2	units\nightelf\DruidoftheClaw\DruidoftheClaw	0	DruidoftheClaw	0	druidoftheclaw	EUnit11	0	0	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	20	0	240	240	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	190	190	80	80	1	0	0	1
edot	c2	units\nightelf\DruidoftheTalon\DruidoftheTalon	0	DruidoftheTalon	0	druidofthetalon	EUnit09	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	180	180	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	60	60	1	0	0	1
edry	c2	units\nightelf\Dryad\Dryad	0	Dryad	0	dryad	EUnit04	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	45	10	-	30	0	380	380	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	190	190	70	70	1	0	0	1
edtm	c2	units\nightelf\DruidoftheTalon\DruidoftheTalon	0	DruidoftheTalonMorphed	0	druidofthetalonmorphed	EUnit10	1	0	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	33	25	2	20	0	200	200	230	_	_	-1	0	Flesh	1	1	255	255	255	_	ShadowFlyer	_	120	120	60	60	1	0	0	1
efdr	c2	units\nightelf\FaerieDragon\FaerieDragon	0	FaerieDragon	0	faeriedragon	EUnit21	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	45	33	2	50	0	200	200	230	_	_	-1	0	Ethereal	1	1	255	255	255	_	ShadowFlyer	_	120	120	60	60	1	0	0	1
efon	c2	units\nightelf\Ent\Ent	0	Ent	0	forceofnature	EUnit14	1	0	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	20	0	110	110	0	WoodMediumBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	60	60	1	0	0	1
ehip	c2	units\nightelf\Hippogryph\Hippogryph	0	Hippogryph	0	hippogryph	EUnit06	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	33	25	2	100	0	350	350	230	WoodMediumBash	_	-1	0	Flesh	1	1	255	255	255	_	ShadowFlyer	_	180	180	90	90	1	0	0	1
ehpr	c2	units\nightelf\RiddenHippogryph\RiddenHippogryph	0	RiddenHippogryph	0	riddenhippogryph	EUnit07	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	33	25	2	100	0	350	350	230	_	_	-1	0	Flesh	1	1	255	255	255	_	ShadowFlyer	_	180	180	90	90	1	0	0	1
emtg	c2	units\nightelf\MountainGiant\MountainGiant	0	MountainGiant	0	mountaingiant	EUnit13	0	0	1	0	-	1	-	0	0	0	0	0	0.15	3	3	1	10	10	-	30	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	_	Shadow	_	190	190	75	75	1	0	0	1
esen	c2	units\nightelf\Huntress\Huntress	0	Huntress	0	huntress	EUnit03	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	45	10	-	30	0	240	240	0	MetalMediumSlice	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	190	190	75	75	1	0	0	1
espv	c2	units\nightelf\SpiritOfVengeance\SpiritOfVengeance	0	SpiritOfVengeance	0	spiritofvengeance	EUnit15	1	0	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	30	0	290	290	0	_	_	-1	0	Ethereal	1	1	255	255	255	_	Shadow	_	200	200	75	75	1	0	0	1
even	c2	units\nightelf\Vengeance\Vengeance	0	Vengeance	0	vengeance	EUnit21	1	0	1	0	-	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	290	290	0	_	_	-1	0	Ethereal	1	1	255	255	255	_	Shadow	_	200	200	75	75	1	0	0	1
ewsp	c2	units\nightelf\Wisp\Wisp	0	Wisp	0	wisp	EUnit01	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1	1	1	25	25	-	50	0	200	200	0	_	_	-1	0	Ethereal	1	1	255	255	255	_	_	_					1	0	0	1
eaoe	c3	buildings\nightelf\AncientOfLore\AncientOfLore	0	AncientOfLore	0	ancientoflore	EBuilding07	0	0	1	0	-	1	-	0	0	0	0	0	0.4	4	4	1	0	0	4	50	0	100	100	0	WoodHeavyBash	_	-1	0	Stone	1	1	255	255	255	EMDA	Shadow	ShadowAncientofLore	400	400	150	150	1	0	0	1
eaom	c3	buildings\nightelf\AncientOfWar\AncientOfWar	0	AncientOfWar	0	ancientofwar	EBuilding06	0	0	1	0	-	1	-	0	0	0	0	0	0.4	4	4	1	0	0	4	50	0	100	100	0	WoodHeavyBash	_	-1	0	Stone	1	1	255	255	255	EMDA	Shadow	ShadowAncientofWar	500	500	200	200	1	0	0	1
eaow	c3	buildings\nightelf\AncientOfWind\AncientOfWind	0	AncientOfWind	0	ancientofwind	EBuilding08	0	0	1	0	-	1	-	0	0	0	0	0	0.4	4	4	1	0	0	4	50	0	100	100	0	WoodHeavyBash	_	-1	0	Stone	1	1	255	255	255	EMDA	Shadow	ShadowAncientofWind	400	400	150	150	1	0	0	1
eate	c3	buildings\nightelf\AltarOfElders\AltarOfElders	0	AltarOfElders	0	altarofelders	EBuilding05	0	0	1	0	-	1	-	0	0	0	0	0	0.15	4	4	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	EMDB	_	ShadowAltarofElders					1	0	0	1
eden	c3	buildings\nightelf\AncientOfWonder\AncientOfWonder	0	AncientOfWonder	0	ancientofwonders	EBuilding13	0	0	1	0	-	1	-	0	0	0	0	0	0.4	4.5	4.5	1	0	0	4	50	0	100	100	0	_	_	-1	0	Stone	1	1	255	255	255	EMDA	Shadow	ShadowAncientofWind	400	400	150	150	1	0	0	1
edob	c3	buildings\nightelf\HuntersHall\HuntersHall	0	HuntersHall	0	huntershall	EBuilding09	0	0	1	0	-	1	-	0	0	0	0	0	0.15	4.2	4.2	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	EMDB	_	ShadowHuntersHall					1	0	0	1
edos	c3	buildings\nightelf\ChimaeraRoost\ChimaeraRoost	0	ChimaeraRoost	0	chimaeraroost	EBuilding11	0	0	1	0	-	1	-	0	0	0	0	0	0.15	4	4	1	0	0	4	100	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	EMDB	_	ShadowChimaeraRoost					1	0	0	1
egol	c3	buildings\nightelf\EntangledGoldMine\EntangledGoldMine	0	EntangledGoldMine	0	entangledgoldmine	EBuilding12	0	0	0	0	-	1	-	0	0	0	0	0	0.15	5.5	5.5	1	0	0	-	50	0	100	200	0	_	_	-1	0	Wood	1	1	255	255	255	EMDB	_	BuildingShadowLarge					1	0	0	1
emow	c3	buildings\nightelf\MoonWell\MoonWell	0	MoonWell	0	moonwell	EBuilding04	0	0	1	0	-	1	-	0	0	0	0	0	0.15	3	3	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	ESMB	_	ShadowMoonWell					1	0	0	1
eshy	c3	buildings\NightElf\NightElfShipyard\NightElfShipyard	0	GoblinShipyard	0	nightelfshipyard		0	1	1	0	-	1	-	0	0	0	0	0	0.15	5	5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	EMDB	_	ShadowHumanShipyard					1	0	0	0
etoa	c3	buildings\nightelf\TreeofLife\TreeofLife	0	TreeofLife	0	treeofages	EBuilding02	0	0	1	0	-	1	-	0	0	0	0	0	0.4	4.75	4.75	1	0	0	4	50	0	100	100	0	WoodHeavyBash	_	-1	0	Wood	1.15	1.15	255	255	255	EMDA	Shadow	ShadowTreeofLife	500	500	200	200	1	0	0	1
etoe	c3	buildings\nightelf\TreeofLife\TreeofLife	0	TreeofLife	0	treeofeternity	EBuilding03	0	0	1	0	-	1	-	0	0	0	0	0	0.4	4.75	4.75	1	0	0	4	50	0	100	100	0	WoodHeavyBash	_	-1	0	Wood	1.3	1.3	255	255	255	EMDA	Shadow	ShadowTreeofLife	500	500	200	200	1	0	0	1
etol	c3	buildings\nightelf\TreeofLife\TreeofLife	0	TreeofLife	0	treeoflife	EBuilding01	0	0	1	0	-	1	-	0	0	0	0	0	0.4	4.75	4.75	1	0	0	4	50	0	100	100	0	WoodHeavyBash	_	-1	0	Wood	1	1	255	255	255	EMDA	Shadow	ShadowTreeofLife	500	500	200	200	1	0	0	1
etrp	c3	buildings\nightelf\AncientProtector\AncientProtector	0	AncientProtector	0	ancientprotector	EBuilding10	0	0	1	0	-	1	-	0	0	0	0	0	0.4	3	3	1	0	0	-	50	0	125	125	0	WoodHeavyBash	_	-1	0	Wood	1	1	255	255	255	ESMA	Shadow	ShadowAncientProtector	300	300	125	125	1	0	0	1
Ucrl	d1	units\undead\HeroCryptLord\HeroCryptLord	0	HeroCryptLord	0	cryptlord	UHero06	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.85	1.85	1	30	30	-	100	0	180	180	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	280	280	112	112	1	0	0	1
Udea	d1	units\undead\HeroDeathKnight\HeroDeathKnight	0	HeroDeathKnight	0	deathknight	UHero01	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.85	1.85	1	45	10	-	50	0	380	380	0	MetalHeavySlice	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	200	200	75	75	1	0	0	1
Udre	d1	units\undead\HeroDreadLord\HeroDreadLord	0	HeroDreadLord	0	dreadlord	UHero03	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	50	0	240	240	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	160	160	60	60	1	0	0	1
Ulic	d1	units\undead\HeroLich\HeroLich	2	HeroLich	0	lich	UHero02	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	30	0	250	250	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	160	160	60	60	1	0	0	1
uabo	d2	units\undead\Abomination\Abomination	0	Abomination	0	abomination	UUnit04	0	0	1	0	-	1	-	0	0	0	0	0	0.3	2.1	2.1	1	10	10	-	50	0	210	210	0	MetalHeavyChop	_	-1	0	Flesh	0.9	0.9	255	255	255	_	Shadow	_	230	230	95	95	1	0	0	1
uaco	d2	units\undead\Acolyte\Acolyte	0	Acolyte	0	acolyte	UUnit01	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1	1	1	0	0	-	20	0	150	150	0	WoodLightBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	120	120	50	50	1	0	0	1
uban	d2	units\undead\Banshee\Banshee	0	Banshee	0	banshee	UUnit10	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1	1	1	0	0	-	50	0	200	200	0	_	_	-1	0	Ethereal	1	1	255	255	255	_	ShadowFlyer	_	120	120	50	50	1	0	0	1
ubsp	d2	units\undead\ObsidianStatue\ObsidianStatue	0	ObsidianDestroyer	0	obsidiandestroyer	UUnit15	1	0	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	33	25	2	100	0	350	350	230	_	_	-1	0	Stone	0.85	0.85	255	255	255	_	ShadowFlyer	_	180	180	90	90	1	0	0	1
ucrm	d2	units\undead\CryptFiend\CryptFiend	0	CryptFiend	0	cryptfiendmorph	UUnit07	1	0	1	0	-	1	-	0	0	0	0	0	0.15	1.85	1.85	1	60	60	-	50	0	180	180	0	_	_	-1	0	Flesh	0.9	0.9	255	255	255	_	_	_	240	240	100	100	1	0	0	1
ucry	d2	units\undead\CryptFiend\CryptFiend	0	CryptFiend	0	cryptfiend	UUnit06	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.85	1.85	1	60	60	-	50	0	180	180	0	_	_	-1	0	Flesh	0.9	0.9	255	255	255	_	Shadow	_	240	240	100	100	1	0	0	1
ucs1	d2	units\undead\scarab\scarab	0	Scarab	0	carrionscarab1	UUnit17	1	0	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	60	60	-	50	0	63	63	0	MetalMediumChop	_	-1	0	Flesh	0.9	0.9	255	255	255	_	Shadow	_	120	120	50	50	1	0	0	1
ucs2	d2	units\undead\scarab\scarab	0	Scarab	0	carrionscarab2	UUnit18	1	0	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	60	60	-	50	0	63	63	0	MetalMediumChop	_	-1	0	Flesh	1.1	1.1	170	170	255	_	Shadow	_	120	120	50	50	1	0	0	1
ucs3	d2	units\undead\scarab\scarab	0	Scarab	0	carrionscarab3	UUnit19	1	0	1	0	-	1	-	0	0	0	0	0	0.15	1.75	1.75	1	60	60	-	50	0	63	63	0	MetalMediumChop	_	-1	0	Flesh	1.3	1.3	255	170	170	_	Shadow	_	120	120	50	50	1	0	0	1
ucsB	d2	units\undead\scarab\scarab	0	Scarab	0	carrionscarabburrowed2	UUnit18	1	0	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	60	60	-	50	0	63	63	0	MetalMediumChop	_	-1	0	Flesh	1.1	1.1	170	170	255	_	_	_					1	0	0	1
ucsC	d2	units\undead\scarab\scarab	0	Scarab	0	carrionscarabburrowed3	UUnit19	1	0	1	0	-	1	-	0	0	0	0	0	0.15	1.75	1.75	1	60	60	-	50	0	63	63	0	MetalMediumChop	_	-1	0	Flesh	1.3	1.3	255	170	170	_	_	_					1	0	0	1
ufro	d2	units\undead\FrostWyrm\FrostWyrm	0	FrostWyrm	0	frostwyrm	UUnit15	0	0	1	0	-	1	-	0	0	0	0	0	0.4	2.25	2.25	1	33	25	2	100	0	200	200	230	_	_	-1	0	Flesh	1	1	255	255	255	_	ShadowFlyer	_	280	280	140	140	1	0	0	1
ugar	d2	units\undead\Gargoyle\Gargoyle	0	Gargoyle	0	gargoyle	UUnit08	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	33	25	-	50	0	200	200	230	WoodMediumBash	_	-1	0	Stone	1	1	255	255	255	_	ShadowFlyer	_	200	200	100	100	1	0	0	1
ugho	d2	units\undead\Ghoul\Ghoul	0	Ghoul	0	ghoul	UUnit03	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	20	0	220	220	0	WoodMediumBash	AxeMediumChop	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	1
ugrm	d2	units\undead\Gargoyle\Gargoyle	0	Gargoyle	0	gargoylemorphed	UUnit09	1	0	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	_	Shadow	_	200	200	100	100	1	0	0	1
uloc	d2	units\undead\Locust\Locust	0		0	locust		1	0	0	0	-	1	-	0	0	0	0	0	0.15	1	1	1	45	45	-	20	0	700	700	0	_	_	-1	0	Flesh	1	1	255	255	255	_	ShadowFlyer	_	35	35	17	17	1	0	0	1
umtw	d2	units\undead\MeatWagon\MeatWagon	0	MeatWagon	0	meatwagon	UUnit05	0	0	1	0	-	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	45	-	50	0	150	150	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	260	260	120	120	1	0	0	1
unec	d2	units\undead\Necromancer\Necromancer	0	Necromancer	0	necromancer	UUnit11	0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255		Shadow	_	120	120	50	50	1	0	0	1
uobs	d2	units\undead\ObsidianStatue\ObsidianStatue	0	ObsidianStatue	0	obsidianstatue	UUnit14	0	0	1	0	-	1	-	0	0	0	0	0	0.3	2.1	2.1	1	10	10	-	50	0	210	210	0	_	_	-1	0	Stone	0.85	0.85	255	255	255	_	Shadow	_	230	230	95	95	1	0	0	1
uplg	d2	units\undead\PlagueCloud\PlagueCloud	0	PlagueCloud	0	plagueward		1	0	1	0	-	1	-	0	0	0	0	0	0.15	0.75	0.75	1	25	25	-	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	_					1	0	0	1
ushd	d2	units\undead\Shade\Shade	0	Shade	0	shade	UUnit02	0	0	1	0	-	1	-	0	0	0	0	0	1.5	1	1	1	10	10	-	20	0	200	200	0	_	_	-1	0	Ethereal	1	1	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	1
uske	d2	units\undead\Skeleton\Skeleton	0	Skeleton	0	skeletonwarrior	UUnit12	1	0	1	0	-	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	180	180	0	MetalMediumSlice	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	120	120	50	50	1	0	0	1
uskm	d2	units\undead\SkeletonMage\SkeletonMage	0	Skeleton	0	skeletalmage	UUnit13	1	0	1	0	-	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	180	180	0	MetalMediumSlice	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	120	120	50	50	1	0	0	1
uubs	d2	units\creeps\UndeadShipBattleShip\UndeadShipBattleShip	0	Boat	0	undeadbattleship	boat	0	1	1	0	-	1	-	0	0	0	0	0	0.15	4	4	1	0	0	-	50	0	240	240	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	400	400	180	180	1	1	0	0
uaod	d3	buildings\undead\AltarOfDarkness\AltarOfDarkness	0	AltarOfDarkness	0	altarofdarkness	UBuilding07	0	0	1	0	-	1	-	0	0	0	0	0	0.15	4.25	4.25	1	7	7	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	UMED	_	ShadowAltarOfDarkness					1	0	0	1
ubon	d3	buildings\undead\BoneYard\BoneYard	0	BoneYard	0	boneyard	UBuilding13	0	0	1	0	-	1	-	0	0	0	0	0	0.15	5	5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	UMED	_	ShadowBoneYard					1	0	0	1
ugol	d3	buildings\undead\HauntedMine\HauntedMine	0	HauntedMine	0	undeadgoldmine2	UBuilding14	0	0	1	0	1	1	-	0	0	0	0	0	0.15	5.5	5.5	1	0	0	-	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	UMED	_	BuildingShadowLarge					1	0	0	1
ugrv	d3	buildings\undead\Graveyard\Graveyard	0	Graveyard	0	graveyard	UBuilding10	0	0	1	0	-	1	-	0	0	0	0	0	0.15	5	5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	UMED	_	BuildingShadowLarge					1	0	0	1
unp1	d3	buildings\undead\Necropolis\Necropolis	0	Necropolisu1	0	necropolis1	UBuilding02	0	0	1	0	-	1	-	0	0	0	0	0	0.15	6.6	6.6	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	ULAR	_	ShadowHallsoftheDead					1	0	0	1
unp2	d3	buildings\undead\Necropolis\Necropolis	0	Necropolisu2	0	necropolis2	UBuilding03	0	0	1	0	-	1	-	0	0	0	0	0	0.15	6.6	6.6	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	ULAR	_	ShadowBlackCitidel					1	0	0	1
unpl	d3	buildings\undead\Necropolis\Necropolis	0	Necropolis	0	necropolis	UBuilding01	0	0	1	0	-	1	-	0	0	0	0	0	0.15	6.6	6.6	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	ULAR	_	ShadowNecropolis					1	0	0	1
usap	d3	buildings\undead\SacrificialPit\SacrificialPit	0	SacrificialPit	0	sacrificialpit	UBuilding09	0	0	1	0	-	1	-	0	0	0	0	0	0.15	4.5	4.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	UMED	_	ShadowSacrificialPit					1	0	0	1
usep	d3	buildings\undead\Crypt\Crypt	0	Crypt	0	crypt	UBuilding08	0	0	1	0	-	1	-	0	0	0	0	0	0.15	5	5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	UMED	_	ShadowCrypt					1	0	0	1
ushp	d3	buildings\undead\UndeadShipyard\UndeadShipyard	0	GoblinShipyard	0	undeadshipyard		0	1	1	0	0	1	-	0	0	0	0	0	0.15	4.75	4.75	1	0	0	4	100	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HMED	_	BuildingShadowLarge					1	0	0	0
uslh	d3	buildings\undead\Slaughterhouse\Slaughterhouse	0	Slaughterhouse	0	slaughterhouse	UBuilding11	0	0	1	0	-	1	-	0	0	0	0	0	0.15	4.25	4.25	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	UMED	_	ShadowSlaughterHouse					1	0	0	1
utod	d3	buildings\undead\TempleOfTheDamned\TempleOfTheDamned	0	TempleOfTheDamned	0	templeofthedamned	UBuilding12	0	0	1	0	-	1	-	0	0	0	0	0	0.15	4.25	4.25	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	UMED	_	ShadowTempleoftheDamned					1	0	0	1
utom	d3	buildings\undead\TombOfRelics\TombOfRelics	0	TombOfRelics	0	tombofrelics	UBuilding15	0	0	1	0	-	1	-	0	0	0	0	0	0.15	5.5	5.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	UMED	_	ShadowTombOfRelics					1	0	0	1
uzg1	d3	buildings\undead\Ziggurat\Ziggurat	0	ZigguratUpgrade	0	ziggurat1	UBuilding05	0	0	1	0	-	1	-	0	0	0	0	0	0.15	4.25	4.25	1	15	15	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	USMA	_	ShadowZiggurat					1	0	0	1
uzg2	d3	buildings\undead\Ziggurat\Ziggurat	0	FrostTower	0	frosttower	UBuilding06	0	0	1	0	-	1	-	0	0	0	0	0	0.15	4.25	4.25	1	15	15	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	USMA	_	ShadowZiggurat					1	0	0	1
uzig	d3	buildings\undead\Ziggurat\Ziggurat	0	Ziggurat	0	ziggurat	UBuilding04	0	0	1	0	-	1	-	0	0	0	0	0	0.15	4.25	4.25	1	15	15	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	USMA	_	ShadowZiggurat					1	0	0	1
Nbrn	n1	Units\Creeps\BansheeRanger\BansheeRanger	0	DarkRanger	0	darkranger		0	0	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
Nbst	n1	Units\Creeps\Beastmaster\Beastmaster	0	Beastmaster	0	beastmaster		0	0	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	230	230	75	75	1	0	0	1
Nngs	n1	units\naga\HeroNagaSeawitch\HeroNagaSeawitch	0	SeaWitch	0	seawitch	naga	0	0	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
Npbm	n1	Units\Creeps\PandarenBrewmaster\PandarenBrewmaster	0	PandarenBrewmaster	0	pandarenbrewmaster		0	0	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
