unitWeaponID	sortWeap	sort2	comment(s)	weapsOn	acquire	minRange	castpt	castbsw	launchX	launchY	launchZ	launchSwimZ	impactZ	impactSwimZ	weapType1	targs1	showUI1	rangeN1	RngTst	RngBuff1	atkType1	weapTp1	cool1	mincool1	dice1	sides1	dmgplus1	dmgUp1	mindmg1	avgdmg1	maxdmg1	dmgpt1	backSw1	Farea1	Harea1	Qarea1	Hfact1	Qfact1	splashTargs1	targCount1	damageLoss1	spillDist1	spillRadius1	DmgUpg	dmod1	DPS	weapType2	targs2	showUI2	rangeN2	RngTst2	RngBuff2	atkType2	weapTp2	cool2	mincool2	dice2	sides2	dmgplus2	dmgUp2	mindmg2	avgdmg2	maxdmg2	dmgpt2	backSw2	Farea2	Harea2	Qarea2	Hfact2	Qfact2	splashTargs2	targCount2	damageLoss2	spillDist2	spillRadius2	InBeta
ospm	b2	cas	SpiritwalkerMorph	0	-	-	0.68	0.59	0	0	60	0	60	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ospw	b2	cas	Spiritwalker	1	500	-	0.68	0.59	10	94	110	0	110	0	_	ground,structure,debris,air,item,ward	1	400	-	250	magic	missile	1.75	-	1	6	16	-	17	19.5	22	0.5	0.6	 - 	 - 	 - 	-	-	_	1	0	0	0	low	26	11.1428571428571	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
osw1	b2	sum	spiritwolf level 1	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	90	-	250	normal	normal	1	-	1	2	10	-	11	11.5	12	0.33	0.64	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	11.5	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
osw2	b2	sum	spiritwolf level 2	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	90	-	250	normal	normal	1	-	1	2	15	-	16	16.5	17	0.33	0.64	 - 	 - 	 - 	-	-	_	1	0	0	0	high	11	16.5	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
osw3	b2	sum	spiritwolf level 3	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	90	-	250	normal	normal	1	-	1	2	20	-	21	21.5	22	0.33	0.64	 - 	 - 	 - 	-	-	_	1	0	0	0	high	11	21.5	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
otau	b2	me2	Tauren	1	500	-	0.68	0.59	0	0	60	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.9	-	1	7	29	-	30	33	36	0.467	0.863	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	17.3684210526316	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
otbk	b2	ran	Berserker	1	600	-	-	0.51	-5	-34	113	0	60	0	_	ground,structure,debris,air,item,ward	1	550	-	250	pierce	missile	2.31	-	1	5	22	-	23	25	27	0.31	0.86	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	10.8225108225108	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
otbr	b2	fly1	Troll Batrider	1	1000	-	0	0	-35	30	51	0	20	0	_	ground,structure,debris,item,ward	1	300	-	250	siege	missile	1.8	-	1	3	15	-	16	17	18	0.6	0.54	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	9.44444444444444	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
otot	b2	zz	StasisTrapward	0	-	-	-	0.51	0	0	60	0	60	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
owyv	b2	fly2	Wind Rider	1	650	-	0.3	0.51	-35	30	51	0	20	0	_	ground,structure,debris,air,item,ward	1	450	-	250	pierce	missile	2	-	2	5	34	-	36	40	44	0.6	0.54	 - 	 - 	 - 	-	-	_	1	0	0	0	high	19	20	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
oalt	b3	zz	AltarofStorms	0	-	-	-	0.51	0	0	60	0	120	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
obar	b3	zz	Barracks	0	-	-	-	0.51	0	0	60	0	160	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
obea	b3	zz	Beastiary	0	-	-	-	0.51	0	0	60	0	120	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ofor	b3	zz	Forge	0	-	-	-	0.51	0	0	60	0	120	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ofrt	b3	zz	Fortress	0	-	-	-	0.51	0	0	60	0	160	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ogre	b3	zz	GreatHall	0	-	-	-	0.51	0	0	60	0	160	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
oshy	b3	zz	orc shipyard	0	-	-	-	0.51	0	0	60	0	120	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
osld	b3	zz	SpiritLodge	0	-	-	-	0.51	0	0	60	0	120	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ostr	b3	zz	Stronghold	0	-	-	-	0.51	0	0	60	0	160	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
otrb	b3	tow	OrcBurrow	1	700	-	-	0.51	0	0	60	0	120	0	_	ground,structure,debris,air,item,ward	1	700	-	250	pierce	missile	4	-	1	5	22	-	23	25	27	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	6.25	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
otto	b3	zz	Tauren Totem	0	-	-	-	0.51	0	0	60	0	120	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ovln	b3	zz	Voodoo Lounge	0	500	-	-	0.51	0	0	60	0	120	0	_	_	1	-	-	-	normal	_	0	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	1	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
owtw	b3	tow	WatchTower	1	900	-	-	0.51	0	0	135	0	120	0	_	ground,structure,debris,air,item,ward	1	800	-	250	pierce	missile	0.6	-	1	3	15	-	16	17	18	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	28.3333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
Edem	c1	uher	HeroDemonHunter	1	650	-	0.3	0.47	0	0	60	0	60	0	MetalHeavySlice	ground,structure,debris,item,ward	1	100	-	250	hero	normal	1.7	-	2	12	0	-	2	13	24	0.3	0.6	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	7.64705882352941	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	1.7	-	2	12	0	-	2	13	24	0.3	0.6	-	-	-	-	-	_	1	0	0	0	1
Edmm	c1	uher	HeroDemonHunterMorph	1	650	-	0.3	0.47	0	0	160	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	chaos	msplash	1.6	-	2	12	0	-	2	13	24	0.26	0.64	50	150	250	0.5	0.25	ground,structure,debris,air,enemy	1	0	0	0	-	-	8.125	_	ground,structure,debris,air,item,ward	1	500	-	250	chaos	missile	1.6	-	2	12	0	-	2	13	24	0.26	0.64	-	-	-	-	-	_	1	0	0	0	1
Ekee	c1	uher	HeroKeeperoftheGrove	1	600	-	0.7	0.8	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	2.18	-	2	4	0	-	2	5	8	0.4	0.77	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.29357798165138	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.18	-	2	4	0	-	2	5	8	0.4	0.77	-	-	-	-	-	_	1	0	0	0	1
Emoo	c1	uher	HeroMoonPriestess	1	650	-	0.5	0.83	0	0	100	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	2.33	-	2	6	0	-	2	7	12	0.3	0.7	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.00429184549356	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.46	-	2	6	0	-	2	7	12	0.3	0.7	-	-	-	-	-	_	1	0	0	0	1
Ewar	c1	uher	HeroWarden	1	650	-	0.5	0.83	25	0	80	0	80	0	MetalHeavySlice	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.05	-	2	11	0	-	2	12	22	0.3	0.7	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	5.85365853658537	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.05	-	2	11	0	-	2	12	22	0.3	0.7	-	-	-	-	-	_	1	0	0	0	1
earc	c2	ran	Archer	1	800	-	0.3	0.51	11	62	71	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.5	-	1	3	15	-	16	17	18	0.72	0.28	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	11.3333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ebal	c2	art	Glaive Thrower	1	1150	250	0.3	0.51	0	0	60	0	60	0	_	ground,structure,debris,wall,item,ward	1	1150	-	250	siege	artillery	3.5	-	1	18	44	-	45	53.5	62	0.1	1.9	25	50	150	0.4	0.25	ground,structure,debris,wall	1	0.2	0	50	low	70	15.2857142857143	_	ground,structure,debris,wall,item,ward,tree	1	1150	-	250	siege	artillery	3.5	-	1	18	44	-	45	53.5	62	0.1	1.9	25	50	150	0.4	0.25	ground,structure,debris,wall,tree	1	0.2	0	50	1
ebsh	c2	zz	night elf battleship	1	900	-	-	0.51	0	0	60	0	60	0	_	ground,structure,debris,item,ward	1	900	-	250	siege	artillery	2	-	3	10	75	-	78	91.5	105	0.3	0.3	100	150	250	0.5	0.25	ground,structure,debris,tree,wall,enemy,neutral	1	0	0	0	high	29	45.75	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
echm	c2	fly2	Chimaera	2	900	-	0.7	0.3	10	105	-18	0	60	0	_	structure,debris	1	850	-	250	siege	missile	2.5	-	1	11	44	-	45	50	55	0.7	0.65	 - 	 - 	 - 	 - 	 - 	_	1	0	0	0	-	-	20	_	ground,item,ward,structure,debris	1	450	-	250	magic	msplash	2.5	-	1	17	66	-	67	75	83	0.5	0.5	50	100	200	0.5	0.1	ground,debris	1	0	0	0	1
edcm	c2	me2	DruidoftheClawMorph	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.5	-	1	6	23	-	24	26.5	29	0.5	0.83	-	-	-	-	-	_	1	0	0	0	low	26	17.6666666666667	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
edes	c2	zz	night elf frigate	1	650	-	-	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	normal	msplash	1.5	-	1	15	54	-	55	62	69	0.3	0.3	25	35	50	0.3	0.1	ground,structure,debris,tree,wall,enemy,neutral	1	0	0	0	-	59	41.3333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
edoc	c2	me2	DruidoftheClaw	1	500	-	0.5	1.17	0	0	60	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.5	-	1	4	18	-	19	20.5	22	0.33	0.53	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	13.6666666666667	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
edot	c2	cas	DruidoftheTalon	1	700	-	0.7	1.97	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	magic	missile	1.6	-	1	3	10	-	11	12	13	0.5	0.67	 - 	 - 	 - 	-	-	_	1	0	0	0	low	15	7.5	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
edry	c2	ran	Dryad	1	800	-	0.3	0.51	-25	40	125	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	2	-	1	3	16	-	17	18	19	0.3	0.7	 - 	 - 	 - 	-	-	_	1	0	0	0	-	15	9	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
edtm	c2	cas	DruidoftheTalonMorph	1	600	-	0.3	0.51	0	0	60	0	60	0	_	air	1	600	-	250	magic	missile	1.75	-	1	7	34	-	35	38	41	0.6	0.57	-	-	-	-	-	_	1	0	0	0	high	29	21.7142857142857	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
efdr	c2	fly1	faerie dragon	1	600	-	0.3	0.51	0	70	11	0	11	0	_	ground,structure,debris,air,item,ward	1	300	-	250	pierce	missile	1.75	-	1	3	13	-	14	15	16	0.5	0.8	 - 	 - 	 - 	-	-	_	1	0	0	0	low	15	8.57142857142857	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
efon	c2	sum	Treant	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.75	-	1	3	14	-	15	16	17	0.467	0.533	 - 	 - 	 - 	-	-	_	1	0	0	0	-	15	9.14285714285714	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ehip	c2	fly1	Hippogryph	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	air	1	128	-	300	normal	normal	1.05	-	1	8	49	-	50	53.5	57	0.6	0.37	 - 	 - 	 - 	-	-	_	1	0	0	0	high	33	50.9523809523809	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ehpr	c2	fly2	Hippogryph Rider	1	500	-	0.3	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	400	-	250	pierce	missile	1.1	-	1	3	15	-	16	17	18	0.633	0.337	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	15.4545454545455	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
emtg	c2	art	Mountain Giant	1	500	-	0	3	0	0	60	0	60	0	WoodHeavyBash	ground,structure,debris,tree,wall,item,ward	1	128	-	250	normal	normal	2.5	-	2	7	26	-	28	34	40	0.49	1	-	-	-	-	-	_	1	0	0	0	-	25	13.6	WoodHeavyBash	ground,structure,debris,tree,wall,item,ward	1	250	-	250	siege	normal	2.5	-	2	8	32	-	34	41	48	0.49	1	-	-	-	-	-	_	1	0	0	0	1
esen	c2	me1	Huntress	1	500	-	0.6	0.4	0	0	60	0	60	0	MetalMediumSlice	ground,structure,debris,item,ward	1	225	-	250	normal	mbounce	1.8	-	1	3	15	-	16	17	18	0.46	0.54	400	 - 	 - 	-	-	ground,structure,debris,enemy	2	0.5	0	0	-	-	9.44444444444444	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
espv	c2	sum	spirit of vengeance	1	500	-	0.3	0.51	70	0	140	0	120	0	_	ground,structure,debris,air,item,ward	1	450	-	250	normal	missile	1.35	-	1	12	24	-	25	30.5	36	0.33	0.64	 - 	 - 	 - 	-	-	_	1	0	0	0	low	48	22.5925925925926	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
even	c2	sum	vengeance	1	500	-	0.3	0.51	15	0	45	0	50	0	_	ground,structure,debris,air,item,ward	1	450	-	250	pierce	missile	1.35	-	1	5	16	-	17	19	21	0.33	0.64	 - 	 - 	 - 	-	-	_	1	0	0	0	low	22	14.0740740740741	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ewsp	c2	zz	Wisp	0	-	-	0	0.51	0	0	60	0	60	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
eaoe	c3	yy	AncientofLore	1	500	-	0.5	0.51	0	0	60	0	120	0	WoodHeavyBash	ground,structure,debris,item,ward	0	128	-	250	normal	normal	2.5	-	1	10	40	-	41	45.5	50	0.5	0.67	-	-	-	-	-	_	1	0	0	0	-	-	18.2	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	2.5	-	1	10	40	-	41	45.5	50	0.5	0.67	-	-	-	-	-	_	1	0	0	0	1
eaom	c3	yy	AncientofWar	1	500	-	0.5	0.51	0	0	60	0	120	0	WoodHeavyBash	ground,structure,debris,item,ward	0	128	-	250	normal	normal	2.5	-	1	11	36	-	37	42	47	0.59	0.81	-	-	-	-	-	_	1	0	0	0	low	44	16.8	WoodHeavyBash	ground,structure,debris,item,ward	1	128	@	250	normal	normal	2.5	-	1	11	36	-	37	42	47	0.59	0.81	-	-	-	-	-	_	1	0	0	0	1
eaow	c3	yy	AncientofWind	1	500	-	0.5	0.51	0	0	60	0	120	0	WoodHeavyBash	ground,structure,debris,item,ward	0	128	-	250	normal	normal	2.5	-	1	9	37	-	38	42	46	0.5	0.67	-	-	-	-	-	_	1	0	0	0	-	-	16.8	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	2.5	-	1	9	37	-	38	42	46	0.5	0.67	-	-	-	-	-	_	1	0	0	0	1
eate	c3	zz	AltarofElders	0	-	-	-	0.51	0	0	60	0	120	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
eden	c3	yy	Ancient of Wonders	1	500	-	0.5	0.51	0	0	60	0	120	0	WoodHeavyBash	ground,structure,debris,item,ward	0	128	-	250	normal	normal	2.5	-	1	5	20	-	21	23	25	0.5	0.67	-	-	-	-	-	_	1	0	0	0	low	22	9.2	WoodHeavyBash	ground,structure,debris,item,ward	1	128	@	250	normal	normal	2.5	-	1	5	20	-	21	23	25	0.5	0.67	-	-	-	-	-	_	1	0	0	0	1
edob	c3	zz	HuntersHall	0	-	-	-	0.51	0	0	60	0	120	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
edos	c3	zz	ChimaeraRoost	0	-	-	-	0.51	0	0	60	0	120	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
egol	c3	zz	EntangledGoldMine	0	-	-	-	0.51	0	0	60	0	120	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
emow	c3	zz	MoonWell	0	-	-	-	0.51	0	0	60	0	120	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
eshy	c3	zz	nightelf shipyard	0	-	-	-	0.51	0	0	60	0	120	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
etoa	c3	yy	TreeofAges	1	500	-	0.5	0.51	0	0	60	0	200	0	WoodHeavyBash	ground,structure,debris,item,ward	0	128	-	250	normal	normal	2.5	-	1	12	48	-	49	54.5	60	0.4	0.6	-	-	-	-	-	_	1	0	0	0	-	-	21.8	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	2.5	-	1	12	48	-	49	54.5	60	0.4	0.6	-	-	-	-	-	_	1	0	0	0	1
etoe	c3	yy	TreeofEternity	1	500	-	0.5	0.51	0	0	60	0	180	0	WoodHeavyBash	ground,structure,debris,item,ward	0	128	-	250	normal	normal	2.5	-	1	15	59	-	60	67	74	0.4	0.6	-	-	-	-	-	_	1	0	0	0	-	-	26.8	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	2.5	-	1	15	59	-	60	67	74	0.4	0.6	-	-	-	-	-	_	1	0	0	0	1
etol	c3	yy	TreeofLife	1	500	-	0.5	0.51	0	0	60	0	160	0	WoodHeavyBash	ground,structure,debris,item,ward	0	128	-	250	normal	normal	2.5	-	1	10	40	-	41	45.5	50	0.4	0.6	-	-	-	-	-	_	1	0	0	0	-	-	18.2	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	2.5	-	1	10	40	-	41	45.5	50	0.4	0.6	-	-	-	-	-	_	1	0	0	0	1
etrp	c3	tow	Ancient Protector	3	700	-	0.5	0.51	0	80	310	0	120	0	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.4	-	1	8	25	-	26	29.5	33	0.4	0.6	-	-	-	-	-	_	1	0	0	0	low	33	21.0714285714286	_	air,ground,structure,debris,item,ward	1	700	-	250	pierce	msplash	1.7	-	1	10	44	-	45	49.5	54	0.6	0.4	25	75	125	0.15	0.05	ground,structure,debris,wall,enemy,neutral	1	0	0	0	1
Ucrl	d1	uher	HeroCryptLord	1	500	-	0.4	1.1	0	0	130	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	hero	normal	1.9	-	2	4	0	-	2	5	8	0.46	0.54	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.63157894736842	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	1.9	-	2	4	0	-	2	5	8	0.46	0.54	-	-	-	-	-	_	1	0	0	0	1
Udea	d1	uher	HeroDeathKnight	1	500	-	0.452	1.008	-20	60	76	0	100	0	MetalHeavySlice	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.33	-	2	6	0	-	2	7	12	0.56	0.41	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.00429184549356	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.33	-	2	6	0	-	2	7	12	0.56	0.41	-	-	-	-	-	_	1	0	0	0	1
Udre	d1	uher	HeroDreadLord	1	500	-	0.3	1.53	0	0	60	0	100	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	1.8	-	2	6	0	-	2	7	12	0.55	0.55	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.88888888888889	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	1.8	-	2	6	0	-	2	7	12	0.55	0.55	-	-	-	-	-	_	1	0	0	0	1
